Відділ,Номер угоди,Лінійка продукту,Стать,Вік,Ціна,Кількість,Податок 6%,Сезон,Загальна сума,Дата,Час,Тип оплати
A,631-94-6839,Молочні продукти,Жінка,34,67.42,2,4.05,Весна,78.21,2023-01-22,15:14:02,Оплата карткою
A,247-73-1605,Молочні продукти,Чоловік,14,144.77,5,8.69,Весна,167.94,2023-02-10,20:37:56,Електронний гаманець
C,928-10-4013,Косметика,Жінка,17,1120.15,8,67.21,Весна,1299.38,2023-03-11,13:40:26,Оплата карткою
C,425-41-5560,Косметика,Жінка,33,647.11,5,38.83,Весна,750.65,2023-01-01,16:04:51,Оплата карткою
A,237-30-2096,Солодощі,Жінка,23,221.64,7,13.3,Весна,257.1,2023-03-27,16:49:35,Оплата карткою
A,961-79-4353,М'ясні продукти,Чоловік,67,1106.93,10,66.42,Весна,1284.04,2023-03-14,13:53:47,Готівкою
B,981-80-2565,Алкоголь,Чоловік,49,43.6,1,2.62,Весна,50.58,2023-03-18,17:00:30,Оплата карткою
A,231-12-3733,М'ясні продукти,Чоловік,38,348.05,7,20.88,Весна,403.74,2023-03-17,21:18:56,Готівкою
A,733-38-8908,М'ясні продукти,Чоловік,41,546.69,3,32.8,Весна,634.16,2023-02-01,15:43:30,Оплата карткою
A,857-61-9646,Фрукти та овочі,Чоловік,42,52.19,6,3.13,Весна,60.54,2023-03-09,10:31:58,Електронний гаманець
A,885-39-1610,Солодощі,Жінка,31,745.08,10,44.7,Весна,864.29,2023-03-09,12:24:06,Оплата карткою
A,193-31-6907,Солодощі,Чоловік,10,1132.64,8,67.96,Весна,1313.86,2023-03-17,21:41:31,Оплата карткою
A,293-32-2277,М'ясні продукти,Жінка,17,91.74,2,5.5,Весна,106.41,2023-03-04,20:47:24,Готівкою
A,436-86-4910,М'ясні продукти,Чоловік,32,356.07,5,21.36,Весна,413.04,2023-01-31,14:54:45,Готівкою
B,120-10-5606,Солодкі напої,Чоловік,26,234.0,8,14.04,Весна,271.44,2023-01-02,11:07:49,Готівкою
C,536-49-1181,Косметика,Жінка,11,1187.27,2,71.24,Весна,1377.24,2023-02-04,22:35:27,Готівкою
A,300-49-6496,Солодощі,Жінка,42,62.45,2,3.75,Весна,72.45,2023-02-05,20:12:12,Готівкою
A,574-31-4261,Солодощі,Чоловік,33,182.02,4,10.92,Весна,211.14,2023-02-28,19:27:04,Електронний гаманець
A,840-75-5458,М'ясні продукти,Жінка,47,943.77,9,56.63,Весна,1094.78,2023-03-27,15:19:17,Оплата карткою
A,780-83-4721,Солодощі,Жінка,31,1021.74,10,61.3,Весна,1185.21,2023-01-03,20:44:43,Електронний гаманець
B,437-59-1112,Солодкі напої,Жінка,88,135.04,4,8.1,Весна,156.64,2023-02-05,16:15:17,Електронний гаманець
A,856-49-4099,Молочні продукти,Жінка,24,378.18,9,22.69,Весна,438.69,2023-03-27,22:42:21,Готівкою
A,906-57-2781,М'ясні продукти,Чоловік,14,308.87,3,18.53,Весна,358.29,2023-03-24,14:13:53,Електронний гаманець
C,373-77-5143,Косметика,Жінка,24,2564.53,8,153.87,Весна,2974.85,2023-03-07,22:51:45,Електронний гаманець
A,201-48-5878,Молочні продукти,Жінка,52,268.04,8,16.08,Весна,310.92,2023-01-16,15:56:51,Електронний гаманець
A,931-39-7246,М'ясні продукти,Чоловік,40,651.09,7,39.07,Весна,755.27,2023-02-04,16:56:52,Електронний гаманець
A,498-79-7952,Молочні продукти,Жінка,15,180.9,7,10.85,Весна,209.84,2023-01-29,15:59:23,Готівкою
A,739-43-9807,М'ясні продукти,Чоловік,35,812.72,6,48.76,Весна,942.75,2023-01-11,19:09:56,Готівкою
A,838-18-4812,М'ясні продукти,Жінка,18,846.81,7,50.81,Весна,982.3,2023-03-01,16:00:58,Електронний гаманець
C,979-28-8703,Косметика,Чоловік,28,1976.06,8,118.56,Весна,2292.23,2023-02-20,19:35:15,Електронний гаманець
A,976-85-8344,Солодощі,Чоловік,36,133.15,4,7.99,Весна,154.46,2023-01-06,11:28:34,Електронний гаманець
C,224-81-1546,Інструменти,Чоловік,27,2993.55,6,179.61,Весна,3472.52,2023-02-25,13:19:06,Оплата карткою
A,803-60-5405,М'ясні продукти,Жінка,19,132.2,4,7.93,Весна,153.35,2023-02-10,13:42:11,Готівкою
B,511-18-1137,Солодкі напої,Чоловік,26,129.45,7,7.77,Весна,150.16,2023-03-16,20:11:17,Оплата карткою
A,488-94-9726,Молочні продукти,Чоловік,31,261.96,10,15.72,Весна,303.88,2023-01-07,15:39:22,Електронний гаманець
C,508-55-6764,Косметика,Чоловік,61,2342.36,4,140.54,Весна,2717.14,2023-02-10,13:12:15,Готівкою
C,843-10-1919,Інструменти,Жінка,20,50.06,1,3.0,Весна,58.07,2023-03-16,11:51:47,Електронний гаманець
B,230-99-3441,Солодкі напої,Жінка,36,114.71,2,6.88,Весна,133.06,2023-01-12,20:01:04,Електронний гаманець
C,794-57-5967,Косметика,Жінка,10,2332.37,8,139.94,Весна,2705.55,2023-02-07,11:30:28,Електронний гаманець
A,453-76-1113,Молочні продукти,Жінка,32,84.8,4,5.09,Весна,98.37,2023-01-12,19:34:26,Електронний гаманець
A,291-53-5782,Фрукти та овочі,Жінка,22,89.93,3,5.4,Весна,104.32,2023-03-28,19:55:23,Електронний гаманець
A,359-20-1545,Солодощі,Жінка,73,344.24,4,20.65,Весна,399.31,2023-01-02,20:42:13,Готівкою
A,138-94-8408,М'ясні продукти,Чоловік,74,720.37,6,43.22,Весна,835.63,2023-01-04,22:38:32,Готівкою
B,499-24-5264,Алкоголь,Жінка,79,2376.38,10,142.58,Весна,2756.6,2023-03-09,21:18:54,Готівкою
A,865-24-7902,Молочні продукти,Чоловік,24,189.99,5,11.4,Весна,220.39,2023-03-09,16:22:55,Оплата карткою
C,777-55-2192,Косметика,Жінка,12,242.39,3,14.54,Весна,281.17,2023-03-26,11:18:52,Оплата карткою
A,653-72-4853,Фрукти та овочі,Чоловік,28,287.17,9,17.23,Весна,333.12,2023-01-11,19:10:15,Електронний гаманець
C,293-31-9998,Косметика,Жінка,12,795.37,7,47.72,Весна,922.63,2023-03-30,16:11:15,Оплата карткою
A,871-26-8229,Молочні продукти,Жінка,57,286.47,10,17.19,Весна,332.31,2023-01-20,21:54:02,Електронний гаманець
A,228-70-5885,М'ясні продукти,Жінка,56,81.57,2,4.89,Весна,94.62,2023-02-05,09:39:11,Оплата карткою
B,649-27-8704,Солодкі напої,Чоловік,22,52.97,3,3.18,Весна,61.45,2023-02-23,16:35:21,Готівкою
C,972-31-9137,Косметика,Жінка,34,507.11,4,30.43,Весна,588.25,2023-01-18,16:45:49,Оплата карткою
A,197-23-7463,Молочні продукти,Чоловік,48,215.17,9,12.91,Весна,249.6,2023-01-01,15:06:28,Готівкою
B,401-34-8405,Солодкі напої,Жінка,31,194.82,5,11.69,Весна,225.99,2023-03-18,14:46:51,Електронний гаманець
B,840-45-9912,Солодкі напої,Жінка,37,37.69,3,2.26,Весна,43.72,2023-02-05,12:46:41,Оплата карткою
A,407-27-7174,Фрукти та овочі,Чоловік,71,18.86,1,1.13,Весна,21.88,2023-03-23,14:11:04,Готівкою
B,865-78-2683,Алкоголь,Жінка,48,297.25,8,17.84,Весна,344.81,2023-03-11,20:11:41,Готівкою
C,762-91-1647,Косметика,Жінка,32,2060.11,10,123.61,Весна,2389.73,2023-01-09,14:54:12,Оплата карткою
C,551-71-3113,Інструменти,Чоловік,21,417.09,6,25.03,Весна,483.83,2023-01-19,22:23:38,Оплата карткою
A,626-47-7526,Молочні продукти,Жінка,18,36.21,2,2.17,Весна,42.0,2023-02-14,20:57:12,Оплата карткою
B,639-45-1012,Алкоголь,Чоловік,44,646.17,3,38.77,Весна,749.56,2023-01-09,10:12:55,Готівкою
A,833-88-2240,М'ясні продукти,Чоловік,47,506.91,3,30.41,Весна,588.01,2023-01-12,16:13:19,Оплата карткою
A,969-73-2529,Солодощі,Чоловік,36,354.54,8,21.27,Весна,411.26,2023-02-09,14:20:15,Оплата карткою
B,421-86-5946,Алкоголь,Чоловік,77,2748.08,9,164.88,Весна,3187.77,2023-03-19,08:39:20,Готівкою
B,947-45-6987,Алкоголь,Жінка,47,726.59,6,43.6,Весна,842.85,2023-01-29,12:54:03,Оплата карткою
A,335-45-2032,М'ясні продукти,Чоловік,49,72.73,2,4.36,Весна,84.36,2023-03-25,20:11:42,Оплата карткою
A,995-52-2630,Молочні продукти,Чоловік,51,43.89,2,2.63,Весна,50.91,2023-01-01,13:29:53,Готівкою
A,575-40-6470,Молочні продукти,Чоловік,12,291.37,9,17.48,Весна,337.99,2023-01-09,22:12:58,Електронний гаманець
A,676-81-2151,М'ясні продукти,Чоловік,32,507.07,2,30.42,Весна,588.2,2023-03-23,20:23:19,Електронний гаманець
C,896-40-1669,Косметика,Чоловік,34,101.14,3,6.07,Весна,117.32,2023-02-28,19:09:38,Електронний гаманець
C,488-57-5503,Інструменти,Жінка,47,1578.03,7,94.68,Весна,1830.51,2023-01-14,18:52:15,Оплата карткою
C,449-99-2141,Косметика,Жінка,15,1989.87,4,119.39,Весна,2308.25,2023-01-13,15:37:45,Готівкою
A,396-23-9661,Фрукти та овочі,Чоловік,11,229.64,9,13.78,Весна,266.38,2023-01-12,16:56:50,Електронний гаманець
B,899-93-8543,Алкоголь,Чоловік,80,1546.51,8,92.79,Весна,1793.95,2023-03-25,20:39:49,Готівкою
C,229-99-4481,Косметика,Жінка,26,1161.17,6,69.67,Весна,1346.96,2023-03-15,15:53:44,Готівкою
C,248-98-6599,Косметика,Жінка,22,719.15,5,43.15,Весна,834.21,2023-03-10,08:40:23,Готівкою
A,491-97-4190,Фрукти та овочі,Жінка,62,275.71,10,16.54,Весна,319.82,2023-02-02,20:33:02,Готівкою
A,338-30-5235,М'ясні продукти,Чоловік,27,879.58,8,52.77,Весна,1020.31,2023-03-13,21:37:38,Готівкою
B,281-87-2454,Алкоголь,Жінка,71,568.0,9,34.08,Весна,658.88,2023-02-04,20:50:13,Готівкою
A,673-98-9287,Фрукти та овочі,Жінка,25,8.76,1,0.53,Весна,10.17,2023-01-21,09:05:10,Оплата карткою
A,262-28-7569,Фрукти та овочі,Жінка,68,42.0,1,2.52,Весна,48.72,2023-02-25,21:25:02,Готівкою
B,903-14-1741,Солодкі напої,Чоловік,28,287.9,10,17.27,Весна,333.96,2023-02-19,09:06:19,Оплата карткою
B,197-44-2947,Алкоголь,Жінка,31,33.02,1,1.98,Весна,38.3,2023-01-16,20:26:27,Готівкою
C,815-19-6834,Косметика,Жінка,25,1253.38,4,75.2,Весна,1453.92,2023-01-04,15:26:19,Готівкою
B,155-48-3269,Солодкі напої,Жінка,14,266.95,8,16.02,Весна,309.66,2023-02-07,17:45:02,Електронний гаманець
B,498-56-9695,Алкоголь,Чоловік,25,480.09,9,28.81,Весна,556.91,2023-02-07,21:19:14,Електронний гаманець
A,761-89-8133,М'ясні продукти,Жінка,58,378.5,7,22.71,Весна,439.06,2023-03-02,17:08:53,Оплата карткою
B,240-16-8374,Солодкі напої,Чоловік,13,196.6,8,11.8,Весна,228.06,2023-03-21,17:34:48,Готівкою
A,667-69-1845,Солодощі,Жінка,39,38.14,2,2.29,Весна,44.24,2023-01-30,10:57:56,Оплата карткою
C,465-79-3699,Косметика,Жінка,29,2313.26,9,138.8,Весна,2683.39,2023-02-10,13:00:03,Електронний гаманець
B,171-76-1073,Алкоголь,Чоловік,47,629.96,6,37.8,Весна,730.76,2023-01-14,21:53:06,Готівкою
C,127-96-1073,Косметика,Жінка,26,385.99,5,23.16,Весна,447.75,2023-03-02,13:09:28,Оплата карткою
B,883-55-3449,Солодкі напої,Жінка,12,283.5,10,17.01,Весна,328.86,2023-03-22,20:04:46,Готівкою
A,706-66-6971,Фрукти та овочі,Чоловік,55,106.9,4,6.41,Весна,124.0,2023-03-04,19:44:47,Електронний гаманець
B,188-36-5623,Алкоголь,Жінка,80,1140.69,4,68.44,Весна,1323.2,2023-01-11,20:50:56,Готівкою
A,347-32-7188,Солодощі,Жінка,46,453.03,6,27.18,Весна,525.51,2023-03-21,20:11:58,Електронний гаманець
B,133-75-9309,Алкоголь,Чоловік,56,2055.84,8,123.35,Весна,2384.77,2023-01-15,20:08:48,Електронний гаманець
B,156-45-9628,Алкоголь,Чоловік,61,1265.85,8,75.95,Весна,1468.38,2023-01-31,17:13:09,Готівкою
A,545-54-3199,Солодощі,Жінка,29,114.95,5,6.9,Весна,133.34,2023-03-04,18:33:49,Електронний гаманець
C,645-48-2509,Косметика,Жінка,17,1847.41,7,110.84,Весна,2142.99,2023-01-31,21:14:11,Оплата карткою
A,879-22-5674,М'ясні продукти,Жінка,26,554.41,8,33.26,Весна,643.11,2023-01-16,18:09:59,Електронний гаманець
C,998-64-3485,Косметика,Чоловік,11,1083.35,10,65.0,Весна,1256.68,2023-03-16,15:03:19,Оплата карткою
A,532-89-3785,М'ясні продукти,Жінка,19,1069.42,10,64.17,Весна,1240.53,2023-01-18,17:49:39,Електронний гаманець
B,902-86-6837,Алкоголь,Жінка,48,35.82,1,2.15,Весна,41.55,2023-01-25,16:24:08,Оплата карткою
A,875-16-1692,М'ясні продукти,Жінка,43,92.94,3,5.58,Весна,107.81,2023-01-23,20:05:22,Оплата карткою
B,210-36-1982,Алкоголь,Жінка,60,2337.57,10,140.25,Весна,2711.58,2023-01-19,16:49:08,Оплата карткою
C,776-12-6421,Косметика,Жінка,13,877.5,5,52.65,Весна,1017.9,2023-03-15,21:24:00,Електронний гаманець
B,935-59-6524,Алкоголь,Чоловік,53,240.24,4,14.41,Весна,278.67,2023-01-10,13:55:10,Електронний гаманець
A,522-67-2004,Солодощі,Жінка,31,174.91,3,10.49,Весна,202.89,2023-02-13,18:57:51,Готівкою
B,443-47-5385,Алкоголь,Чоловік,46,288.23,2,17.29,Весна,334.34,2023-03-04,11:08:39,Електронний гаманець
A,869-87-2861,Молочні продукти,Жінка,56,61.36,1,3.68,Весна,71.18,2023-01-21,12:42:07,Електронний гаманець
B,763-99-9482,Солодкі напої,Чоловік,25,45.35,1,2.72,Весна,52.61,2023-03-01,18:23:24,Електронний гаманець
B,616-81-2400,Солодкі напої,Чоловік,44,159.02,8,9.54,Весна,184.46,2023-03-26,19:52:07,Готівкою
